"Timestamp","Yaşınız","İl","Kaç Yıldır Araba Kullanıyorsunuz","Ne Zamandır T10X kullanıyorsunuz?","T10X İlk Arabanız Mı?","Yıl","Ay","Renk","Yazılım","Model","Kaç KM yol yaptınız?  ","T10X'in yanısıra içten yanmalı aracım da var. nolur nolmaz.","İlk Sahibiyim","T10X ile Uzun Yol Yaptınız Mı?","Yine elektrikli araç alırım","Yine TOGG alırım","T10F Bekliyorum","Çoğunlukla Aksesuarda şarj ederim","Çoğunlukla ... kadar şarj ederim","Çoğunlukla AC/DC şarj ediyorum.","Çoğunlukla Evden Şarj Ederim","T10X'den memnunum","Neden T10X Aldınız","T10X'i tasarımını beğeniyorum.","T10X'i konforlu buluyorum.","T10X'in içinde güvende hissediyorum.","T10X'in kullanımını kolay buluyorum.","T10X'in şarj tüketiminden memnunum.","T10X'in menzilinden memnunum.","Servis ağını yeterli buluyorum.","Gez uygulamasından memnunum.","Uygulama çeşitliliğini yeterli buluyorum.","Bir yakınıma tavsiye ederim.","Arıza Sebebiyle Yolda Kaldınız mı? ","Bir hata, arızadan dolayı kaç kere servise gitmeniz gerekti?","Arabam Serviste Toplam ... Kadar Kaldı","Servise bir kere gittikten sonra aynı sorun tekrar etti mi?","Bir Arızadan Dolayı Telefon ile destek almanız gerekti mi?","Ne sıklıkla DTC Reset, Yeniden Başlat yapmanız gerekiyor?","Hiç Sinyal Hatası aldınız mı?","Rahatsız Eden Trim Sesleri Var Mı?","Vites Geçişinde Sorun Yaşıyorum","Direksiyonu Çevirince Aracım Gacur Gucur Ediyor.","ESA aldım.","Ses Düzeyi, Cızırtı Sorunu Yaşadım","Ekran Gelmeme Sorunu Yaşadım","Durduk Yere Çalan Alarm Sorunu Yaşadım","Araba uyumadığı için şarjımın azaldığı oldu.","Yüksek Hızda Şarj Olmama Sorunu Yaşadım.","Daha Önce Bataryanız Değişti Mi?","Belirtmek istediğiniz başka sorunlar yaşadıysanız, buyrun","Varsa eklemek istediğiniz yazabilirsiniz."
"2025/07/24 12:01:14 am GMT+3","36-45","34 - İstanbul","10 Yıl+","12-24 Ay","Hayır","2023","kasım","Gemlik","1.5 26","V2 Long Range","10,000 - 20,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","evet","Evet","90-100","AC","Evet","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Yerli olduğu için","9","10","10","7","5","6","1","2","3","10","hayır","1-3","1 Aydan Az","hayır","evet","ayda bir falan","hayır almadım","1'den çok yerden geliyor","hayır, hiç","evet","zaman zaman","sık sık","nadiren, 1-2 kez","zaman zaman","hayır, hiç","evet","hayır değişmedi","",""
"2025/07/24 12:01:53 am GMT+3","45+","03 - Afyonkarahisar","10 Yıl+","2 Yıl +","Hayır","2023","ağustos","Gemlik","1.5 24","V2 Long Range","10,000 - 20,000","Evet","Evet","Evet","evet, kesinlikle elektrikli alırım","bi daha asla almam","hayır","Evet","80'e kadar","AC","Evet","çok sorun çıkardı, keşke almasaydım","Elektrikli olduğu için","10","5","5","6","3","3","1","1","1","1","hayır","1-3","0","hayır","hayır","hiç yapmadım","hayır almadım","hayır, varsa da fark etmedim","hayır, hiç","evet","nadiren, 1-2 kez","hayır, hiç","nadiren, 1-2 kez","hayır, hiç","hayır, hiç","hayır","hayır değişmedi","",""
"2025/07/24 12:07:06 am GMT+3","36-45","34 - İstanbul","10 Yıl+","6-12 Ay","Hayır","2025","şubat","Ayder","1.5 26","V2 Long Range","10,000 - 20,000","Evet","Evet","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","evet","Hayır, Beklemede.","80-90","AC","Hayır, istasyondan","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Finansman Desteği / Makul Fiyat","10","10","10","5","5","7","1","2","2","5","hayır","1","0","evet","evet","ayda bir falan","nadiren, 1-2 kez","1 yerden geliyor","hayır, hiç","hayır, nereden çıktı","nadiren, 1-2 kez","hayır, hiç","nadiren, 1-2 kez","zaman zaman","hayır, hiç","hayır","hayır değişmedi","",""
"2025/07/24 12:09:20 am GMT+3","26-35","34 - İstanbul","3-10 Yıl","12-24 Ay","Hayır","2023","kasım","Kapadokya","1.5 26","V2 Long Range","20,000 - 50,000","Evet","Evet","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","hayır","Evet","80-90","AC","Evet","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Tasarımını Beğendiğim İçin","10","10","10","8","8","8","3","1","1","7","hayır","0","1 Aydan Az","","evet","ayda bir falan","hayır almadım","hayır, varsa da fark etmedim","hayır, hiç","hayır, nereden çıktı","zaman zaman","nadiren, 1-2 kez","nadiren, 1-2 kez","nadiren, 1-2 kez","nadiren, 1-2 kez","evet","hayır değişmedi","",""
"2025/07/24 12:11:42 am GMT+3","26-35","06 - Ankara","1-3 Yıl","12-24 Ay","Hayır","2023","kasım","Pamukkale","1.5 26","V2 Long Range","20,000 - 50,000","Evet","İkinci El Aldım","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","hayır","Hayır, Beklemede.","80'e kadar","AC","Hayır, istasyondan","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Finansman Desteği / Makul Fiyat","10","10","10","10","7","7","1","1","6","7","hayır","1-3","1 Aydan Az","evet","evet","ayda bir falan","hayır almadım","1 yerden geliyor","hayır, hiç","hayır, nereden çıktı","nadiren, 1-2 kez","hayır, hiç","nadiren, 1-2 kez","nadiren, 1-2 kez","hayır, hiç","hayır","evet değişti","Nadiren ; ekran donması, kamera donması, anahtar bulunamadı.",""
"2025/07/24 12:12:23 am GMT+3","36-45","35 - İzmir","10 Yıl+","12-24 Ay","Hayır","2024","haziran","Kula","1.5 24","V1 Standart","20,000 - 50,000","Evet","Evet","Evet","evet, kesinlikle elektrikli alırım","sorunlar giderilirse, düşünebilirim.","hayır","Evet","80-90","AC","Evet","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Finansman Desteği / Makul Fiyat","10","10","8","10","5","3","1","1","2","6","hayır","1","1 Aydan Az","hayır","evet","birkaç ayda bir","nadiren, 1-2 kez","hayır, varsa da fark etmedim","nadiren, 1-2 kez","evet","zaman zaman","zaman zaman","nadiren, 1-2 kez","sık sık","hayır, hiç","hayır","hayır değişmedi","",""
"2025/07/24 12:16:55 am GMT+3","36-45","26 - Eskişehir","10 Yıl+","12-24 Ay","Hayır","2023","kasım","Pamukkale","1.5 26","V2 Long Range","20,000 - 50,000","Hayır","İkinci El Aldım","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","evet","Evet","90-100","DC","Hayır, istasyondan","evet, iyiki almışım","Yerli olduğu için","10","10","10","10","10","10","10","10","10","10","hayır","0","0","hayır","evet","birkaç ayda bir","nadiren, 1-2 kez","hayır, varsa da fark etmedim","hayır, hiç","hayır, nereden çıktı","nadiren, 1-2 kez","hayır, hiç","nadiren, 1-2 kez","hayır, hiç","nadiren, 1-2 kez","evet","hayır değişmedi","",""
"2025/07/24 12:25:38 am GMT+3","26-35","41 - Kocaeli","3-10 Yıl","12-24 Ay","Hayır","2023","ekim","Kapadokya","1.5 26","V2 Long Range","20,000 - 50,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","sorunlar giderilirse, düşünebilirim.","hayır","Evet","90-100","AC","Hayır, istasyondan","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Yerli olduğu için","10","9","10","5","5","3","3","1","1","5","hayır","1","1 Aydan Az","evet","hayır","birkaç ayda bir","hayır almadım","hayır, varsa da fark etmedim","hayır, hiç","fark etmedim","sık sık","sık sık","nadiren, 1-2 kez","hayır, hiç","hayır, hiç","evet","hayır değişmedi","",""
"2025/07/24 12:26:47 am GMT+3","36-45","06 - Ankara","10 Yıl+","1-6 Ay","Hayır","2025","haziran","Kula","1.6","V2 Long Range","1,000 - 10,000","Evet","Evet","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","hayır","Evet","80'e kadar","AC","Hayır, istasyondan","evet, iyiki almışım","Tasarımını Beğendiğim İçin","10","10","10","8","8","9","1","5","3","5","hayır","0","0","","evet","birkaç ayda bir","hayır almadım","1 yerden geliyor","hayır, hiç","hayır, nereden çıktı","nadiren, 1-2 kez","hayır, hiç","hayır, hiç","nadiren, 1-2 kez","hayır, hiç","hayır","hayır değişmedi","",""
"2025/07/24 12:27:48 am GMT+3","36-45","21 - Diyarbakır","10 Yıl+","12-24 Ay","Hayır","2023","ekim","Pamukkale","1.5 24","V2 Long Range","20,000 - 50,000","Hayır","İkinci El Aldım","Evet","evet, kesinlikle elektrikli alırım","sorunlar giderilirse, düşünebilirim.","evet","Hayır, Beklemede.","80'e kadar","AC","Evet","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Yerli olduğu için","7","7","6","8","7","6","6","6","6","7","evet","1-3","1 Aydan Az","evet","evet","ayda bir falan","hayır almadım","1'den çok yerden geliyor","hayır, hiç","evet","hayır almadım","nadiren, 1-2 kez","zaman zaman","nadiren, 1-2 kez","nadiren, 1-2 kez","hayır","hayır değişmedi","Yerli ve aracımızın fiyat ve performans olarak daha iyi olmasını bekliyorum ","Bir as an önce farklı modelleri bekliyorum 
"
"2025/07/24 12:28:53 am GMT+3","36-45","44 - Malatya","10 Yıl+","12-24 Ay","Hayır","2024","şubat","Kula","1.5 24","V1 Standart","10,000 - 20,000","Evet","Evet","Evet","evet, kesinlikle elektrikli alırım","bi daha asla almam","hayır","Evet","80-90","AC","Hayır, istasyondan","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Yerli olduğu için","8","8","8","7","5","2","1","1","1","4","evet","1-3","1 Aydan Az","evet","evet","birkaç ayda bir","nadiren, 1-2 kez","1 yerden geliyor","sık sık","fark etmedim","zaman zaman","zaman zaman","zaman zaman","zaman zaman","nadiren, 1-2 kez","evet","hayır değişmedi","",""
"2025/07/24 12:34:50 am GMT+3","36-45","33 - Mersin","1 Yıldan Az","6-12 Ay","Hayır","2024","ekim","Pamukkale","1.5 26","V2 Long Range","1,000 - 10,000","Evet","Evet","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","evet","Hayır, Beklemede.","80'e kadar","DC","Evet","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Finansman Desteği / Makul Fiyat","7","8","8","6","6","3","5","1","1","5","hayır","0","0","","evet","hiç yapmadım","hayır almadım","1 yerden geliyor","hayır, hiç","hayır, nereden çıktı","zaman zaman","nadiren, 1-2 kez","zaman zaman","zaman zaman","hayır, hiç","hayır","hayır değişmedi","",""
"2025/07/24 12:37:22 am GMT+3","36-45","53 - Rize","10 Yıl+","12-24 Ay","Hayır","2023","kasım","Kula","1.5 26","V2 Long Range","20,000 - 50,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","hayır","Evet","80-90","DC","Hayır, istasyondan","evet, iyiki almışım","Yerli olduğu için","10","10","8","9","8","8","8","7","10","10","hayır","0","0","hayır","hayır","birkaç ayda bir","hayır almadım","hayır, varsa da fark etmedim","hayır, hiç","evet","zaman zaman","nadiren, 1-2 kez","nadiren, 1-2 kez","nadiren, 1-2 kez","hayır, hiç","hayır","hayır değişmedi","",""
"2025/07/24 12:41:27 am GMT+3","45+","06 - Ankara","10 Yıl+","1-6 Ay","Hayır","2023","temmuz","Anadolu","1.5 24","V2 Long Range","1,000 - 10,000","Hayır","İkinci El Aldım","Evet","evet, kesinlikle elektrikli alırım","sorunlar giderilirse, düşünebilirim.","evet","Hayır, Beklemede.","80-90","AC","Evet","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Konforlu Olduğu İçin","9","9","9","7","7","7","1","3","3","8","hayır","1","1 Ay","","evet","haftada bir yaparım en az, nolur nolmaz","hayır almadım","1 yerden geliyor","hayır, hiç","evet","sık sık","nadiren, 1-2 kez","nadiren, 1-2 kez","hayır, hiç","hayır, hiç","evet","evet değişti","",""
"2025/07/24 12:48:37 am GMT+3","36-45","68 - Aksaray","10 Yıl+","12-24 Ay","Hayır","2024","şubat","Pamukkale","1.5 26","V2 Long Range","20,000 - 50,000","Evet","Evet","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","hayır","Hayır, Beklemede.","80-90","DC","Hayır, istasyondan","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Yerli olduğu için","8","8","8","8","6","6","1","3","8","8","hayır","1","0","hayır","evet","ayda bir falan","hayır almadım","1'den çok yerden geliyor","hayır, hiç","fark etmedim","zaman zaman","hayır, hiç","nadiren, 1-2 kez","sık sık","hayır, hiç","hayır","hayır değişmedi","",""
"2025/07/24 12:52:42 am GMT+3","18-25","55 - Samsun","1 Yıldan Az","6-12 Ay","Evet","2024","eylül","Kula","1.5 26","V2 Long Range","1,000 - 10,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","evet","Hayır, Beklemede.","80'e kadar","AC","Evet","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Finansman Desteği / Makul Fiyat","10","9","10","2","7","7","5","4","8","10","hayır","0","0","hayır","evet","ayda bir falan","hayır almadım","1 yerden geliyor","zaman zaman","hayır, nereden çıktı","nadiren, 1-2 kez","hayır, hiç","hayır, hiç","sık sık","hayır, hiç","hayır","hayır değişmedi","Aracın dışarıya yaydığı ses geri geri giderken çok fazla sitedeki insanları rahatsız ediyor, araç çıkalı kaç yıl olsu selektör cam tuşları vs hepi gecikmeli çalışıyor ","Aracın dışarıya yaydığı ses geri geri giderken çok fazla sitedeki insanları rahatsız ediyor, araç çıkalı kaç yıl olsu selektör cam tuşları vs hepi gecikmeli çalışıyor "
"2025/07/24 12:54:53 am GMT+3","26-35","07 - Antalya","10 Yıl+","12-24 Ay","Hayır","2023","kasım","Kapadokya","1.5 26","V2 Long Range","20,000 - 50,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","hayır","Evet","80'e kadar","DC","Hayır, istasyondan","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Finansman Desteği / Makul Fiyat","9","9","9","7","7","7","1","1","1","3","evet","5+","1 Aydan Az","evet","evet","ayda bir falan","hayır almadım","1 yerden geliyor","hayır, hiç","evet","nadiren, 1-2 kez","nadiren, 1-2 kez","nadiren, 1-2 kez","hayır, hiç","nadiren, 1-2 kez","evet","evet değişti","",""
"2025/07/24 12:57:39 am GMT+3","36-45","35 - İzmir","10 Yıl+","12-24 Ay","Hayır","2024","ocak","Anadolu","1.5 26","V2 Long Range","20,000 - 50,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","evet","Hayır, Beklemede.","80-90","DC","Hayır, istasyondan","evet, iyiki almışım","Yerli olduğu için","10","10","10","10","10","10","8","8","8","10","hayır","1","0","hayır","evet","birkaç ayda bir","hayır almadım","hayır, varsa da fark etmedim","hayır, hiç","hayır, nereden çıktı","nadiren, 1-2 kez","hayır, hiç","nadiren, 1-2 kez","hayır, hiç","hayır, hiç","hayır","hayır değişmedi","",""
"2025/07/24 12:57:59 am GMT+3","36-45","34 - İstanbul","10 Yıl+","6-12 Ay","Hayır","2024","kasım","Oltu","1.5 26","V2 Long Range","10,000 - 20,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","evet","Evet","80'e kadar","AC","Evet","evet, iyiki almışım","Finansman Desteği / Makul Fiyat","10","10","10","10","8","8","3","2","8","10","evet","1","1 Aydan Az","hayır","evet","birkaç ayda bir","nadiren, 1-2 kez","hayır, varsa da fark etmedim","hayır, hiç","hayır, nereden çıktı","nadiren, 1-2 kez","hayır, hiç","nadiren, 1-2 kez","nadiren, 1-2 kez","hayır, hiç","hayır","hayır değişmedi","","Aracım 13 bin km de iken yolda kaldı. Oncrsinde sik sik esa vs oluyodu. rPendik servise gitti. Servisten sonra neredeyse  0 sorunla 6 bin km yaptim"
"2025/07/24 12:59:38 am GMT+3","45+","40 - Kırşehir","10 Yıl+","6-12 Ay","Hayır","2024","ekim","Pamukkale","1.5 24","V2 Long Range","10,000 - 20,000","Hayır","Evet","Hayır","evet, kesinlikle elektrikli alırım","evet, alabilirim","hayır","Evet","80'e kadar","AC","Evet","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Finansman Desteği / Makul Fiyat","9","9","9","7","6","5","1","1","1","7","hayır","0","0","hayır","evet","ayda bir falan","hayır almadım","1 yerden geliyor","hayır, hiç","evet","nadiren, 1-2 kez","nadiren, 1-2 kez","zaman zaman","zaman zaman","hayır, hiç","hayır","hayır değişmedi","",""
"2025/07/24 1:04:00 am GMT+3","36-45","16 - Bursa","10 Yıl+","12-24 Ay","Hayır","2023","eylül","Oltu","1.5 24","V2 Long Range","20,000 - 50,000","Evet","Evet","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","hayır","Evet","90-100","AC","Evet","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Finansman Desteği / Makul Fiyat","9","10","6","5","6","6","1","5","4","8","evet","3-5","1 Ay","evet","evet","birkaç ayda bir","nadiren, 1-2 kez","1 yerden geliyor","hayır, hiç","evet","nadiren, 1-2 kez","zaman zaman","zaman zaman","zaman zaman","zaman zaman","hayır","hayır değişmedi","",""
"2025/07/24 1:06:28 am GMT+3","36-45","07 - Antalya","10 Yıl+","12-24 Ay","Hayır","2024","haziran","Kapadokya","1.5 26","V2 Long Range","10,000 - 20,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","hayır","Hayır, Beklemede.","80'e kadar","AC","Evet","evet, iyiki almışım","Finansman Desteği / Makul Fiyat","10","10","10","10","10","10","1","5","7","10","hayır","0","0","hayır","hayır","ayda bir falan","hayır almadım","1'den çok yerden geliyor","hayır, hiç","hayır, nereden çıktı","nadiren, 1-2 kez","hayır, hiç","nadiren, 1-2 kez","sık sık","hayır, hiç","hayır","hayır değişmedi","",""
"2025/07/24 1:07:21 am GMT+3","45+","16 - Bursa","10 Yıl+","12-24 Ay","Hayır","2024","ağustos","Anadolu","1.5 26","V2 Long Range","10,000 - 20,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","sorunlar giderilirse, düşünebilirim.","hayır","Hayır, Beklemede.","80-90","AC","Evet","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Tasarımını Beğendiğim İçin","10","10","10","10","5","5","1","5","5","5","hayır","5+","2 Ay","evet","evet","haftada bir yaparım en az, nolur nolmaz","hayır almadım","1'den çok yerden geliyor","hayır, hiç","evet","zaman zaman","hayır, hiç","nadiren, 1-2 kez","zaman zaman","hayır, hiç","hayır","hayır değişmedi","","Serviste yapılan işlemlerin bir süre sonra tekrarlaması, hala aynı parçaları takıyorlar"
"2025/07/24 1:08:01 am GMT+3","45+","19 - Çorum","10 Yıl+","2 Yıl +","Hayır","2023","ekim","Pamukkale","1.5 24","V2 Long Range","10,000 - 20,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","sorunlar giderilirse, düşünebilirim.","evet","Hayır, Beklemede.","90-100","DC","Hayır, istasyondan","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Yerli olduğu için","8","8","10","8","7","5","5","6","4","8","evet","0","0","","evet","birkaç ayda bir","zaman zaman","1 yerden geliyor","nadiren, 1-2 kez","hayır, nereden çıktı","nadiren, 1-2 kez","hayır, hiç","nadiren, 1-2 kez","nadiren, 1-2 kez","hayır, hiç","hayır","hayır değişmedi","",""
"2025/07/24 1:16:32 am GMT+3","36-45","34 - İstanbul","10 Yıl+","6-12 Ay","Hayır","2024","kasım","Kapadokya","1.5 24","V2 Long Range","10,000 - 20,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","hayır","Hayır, Beklemede.","90-100","AC","Evet","evet, iyiki almışım","Finansman Desteği / Makul Fiyat","9","9","7","7","9","9","3","2","7","8","hayır","0","0","","hayır","birkaç ayda bir","hayır almadım","hayır, varsa da fark etmedim","nadiren, 1-2 kez","evet","nadiren, 1-2 kez","nadiren, 1-2 kez","nadiren, 1-2 kez","nadiren, 1-2 kez","hayır, hiç","hayır","hayır değişmedi","",""
"2025/07/24 1:22:58 am GMT+3","45+","06 - Ankara","10 Yıl+","12-24 Ay","Hayır","2024","mayıs","Pamukkale","1.5 24","V2 Long Range","20,000 - 50,000","Evet","Evet","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","hayır","Hayır, Beklemede.","80-90","AC","Evet","evet, iyiki almışım","Konforlu Olduğu İçin","10","10","10","10","10","10","1","1","3","10","hayır","0","0","","evet","birkaç ayda bir","hayır almadım","hayır, varsa da fark etmedim","hayır, hiç","hayır, nereden çıktı","nadiren, 1-2 kez","hayır, hiç","nadiren, 1-2 kez","sık sık","hayır, hiç","hayır","hayır değişmedi","",""
"2025/07/24 1:40:08 am GMT+3","36-45","34 - İstanbul","10 Yıl+","12-24 Ay","Hayır","2023","ekim","Anadolu","1.5 26","V2 Standart","20,000 - 50,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","sorunlar giderilirse, düşünebilirim.","hayır","Hayır, Beklemede.","80'e kadar","AC","Evet","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Elektrikli olduğu için","8","7","7","9","7","5","1","1","1","5","hayır","3-5","1 Aydan Az","evet","evet","ayda bir falan","hayır almadım","1 yerden geliyor","hayır, hiç","evet","nadiren, 1-2 kez","nadiren, 1-2 kez","nadiren, 1-2 kez","hayır, hiç","hayır, hiç","evet","hayır değişmedi","","Servis ağı ve iletişim kuramama 
Ayrıca servis çalışanları sanki aracı bedava almış gibi hissettiriyorlar. 
Yeterli bilgileri de olmadığına inanıyorum 
Anahtarlar fiyasko algılanmıyor "
"2025/07/24 1:54:10 am GMT+3","26-35","06 - Ankara","10 Yıl+","6-12 Ay","Hayır","2024","kasım","Gemlik","1.5 24","V2 Long Range","1,000 - 10,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","sorunlar giderilirse, düşünebilirim.","hayır","Evet","80'e kadar","DC","Hayır, istasyondan","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Yerli olduğu için","10","10","10","9","3","4","1","4","3","7","hayır","1","0","","evet","ayda bir falan","hayır almadım","1'den çok yerden geliyor","hayır, hiç","fark etmedim","zaman zaman","zaman zaman","nadiren, 1-2 kez","sık sık","zaman zaman","evet","hayır değişmedi","",""
"2025/07/24 1:54:15 am GMT+3","45+","34 - İstanbul","10 Yıl+","1-6 Ay","Hayır","2024","eylül","Kapadokya","1.5 24","V2 Long Range","1,000 - 10,000","Evet","İkinci El Aldım","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","hayır","Hayır, Beklemede.","80-90","DC","Evet","evet, iyiki almışım","Yerli olduğu için","8","8","8","8","7","7","1","5","6","8","hayır","0","0","","hayır","hiç yapmadım","hayır almadım","1 yerden geliyor","nadiren, 1-2 kez","fark etmedim","hayır almadım","hayır, hiç","nadiren, 1-2 kez","hayır, hiç","hayır, hiç","hayır","hayır değişmedi","",""
"2025/07/24 1:55:07 am GMT+3","36-45","34 - İstanbul","10 Yıl+","6-12 Ay","Hayır","2024","ekim","Kula","1.5 26","V2 Long Range","1,000 - 10,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","evet","Evet","80-90","DC","Hayır, istasyondan","evet, iyiki almışım","Finansman Desteği / Makul Fiyat","9","10","9","10","7","10","5","9","5","7","hayır","1","1 Aydan Az","hayır","evet","birkaç ayda bir","nadiren, 1-2 kez","hayır, varsa da fark etmedim","hayır, hiç","evet","hayır almadım","hayır, hiç","nadiren, 1-2 kez","nadiren, 1-2 kez","hayır, hiç","hayır","hayır değişmedi","",""
"2025/07/24 2:01:26 am GMT+3","36-45","42 - Konya","10 Yıl+","12-24 Ay","Hayır","2023","kasım","Anadolu","1.5 26","V2 Long Range","1,000 - 10,000","Evet","Evet","Evet","evet, kesinlikle elektrikli alırım","sorunlar giderilirse, düşünebilirim.","hayır","Evet","80'e kadar","AC","Hayır, istasyondan","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Finansman Desteği / Makul Fiyat","10","10","10","7","7","6","8","3","3","6","hayır","3-5","1 Ay","hayır","evet","birkaç ayda bir","hayır almadım","hayır, varsa da fark etmedim","hayır, hiç","fark etmedim","nadiren, 1-2 kez","zaman zaman","nadiren, 1-2 kez","sık sık","zaman zaman","hayır","hayır değişmedi","",""
"2025/07/24 2:25:46 am GMT+3","45+","07 - Antalya","1-3 Yıl","12-24 Ay","Hayır","2024","temmuz","Kula","1.5 26","V2 Long Range","20,000 - 50,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","sorunlar giderilirse, düşünebilirim.","hayır","Evet","80'e kadar","DC","Hayır, istasyondan","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Finansman Desteği / Makul Fiyat","7","8","8","8","6","6","4","1","1","5","hayır","3-5","0","evet","evet","ayda bir falan","hayır almadım","1 yerden geliyor","zaman zaman","hayır, nereden çıktı","sık sık","zaman zaman","nadiren, 1-2 kez","zaman zaman","nadiren, 1-2 kez","evet","hayır değişmedi","",""
"2025/07/24 2:38:50 am GMT+3","26-35","06 - Ankara","3-10 Yıl","12-24 Ay","Hayır","2023","ekim","Anadolu","1.5 26","V2 Standart","20,000 - 50,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","evet","Hayır, Beklemede.","80-90","AC","Evet","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Elektrikli olduğu için","8","7","6","1","1","1","1","1","1","1","evet","3-5","2 Ay","evet","hayır","ayda bir falan","nadiren, 1-2 kez","1'den çok yerden geliyor","hayır, hiç","evet","zaman zaman","zaman zaman","zaman zaman","zaman zaman","nadiren, 1-2 kez","evet","hayır değişmedi","",""
"2025/07/24 2:42:59 am GMT+3","36-45","34 - İstanbul","10 Yıl+","12-24 Ay","Hayır","2023","aralık","Gemlik","1.5 24","V2 Standart","20,000 - 50,000","Evet","İkinci El Aldım","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","hayır","Hayır, Beklemede.","80-90","AC","Evet","evet, iyiki almışım","Yerli olduğu için","10","10","10","10","5","5","1","1","1","10","hayır","0","0","","hayır","birkaç ayda bir","hayır almadım","1 yerden geliyor","hayır, hiç","hayır, nereden çıktı","hayır almadım","hayır, hiç","hayır, hiç","nadiren, 1-2 kez","hayır, hiç","hayır","hayır değişmedi","Bagaj tarafindan gelen gicirti. Telefondan akilli anahtar icin serviste guncelleme gerekliymis. Servisler facia. Gidesim yok.",""
"2025/07/24 2:47:59 am GMT+3","26-35","34 - İstanbul","10 Yıl+","12-24 Ay","Hayır","2023","ekim","Kula","1.5 26","V2 Long Range","50,000 - 100,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","sorunlar giderilirse, düşünebilirim.","evet","Hayır, Beklemede.","80'e kadar","AC","Evet","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Yerli olduğu için","10","10","10","10","10","10","1","1","1","7","hayır","5+","1 Aydan Az","hayır","evet","ayda bir falan","hayır almadım","1 yerden geliyor","hayır, hiç","hayır, nereden çıktı","sık sık","nadiren, 1-2 kez","zaman zaman","zaman zaman","nadiren, 1-2 kez","evet","evet değişti","",""
